givenVideo,comparedVideo,distance
--DwgB78t-c,5FuvSkKu9ks,18
--DwgB78t-c,VbrDMs70yQE,18
--DwgB78t-c,R7eOmCjgeMs,18
--DwgB78t-c,5FMVf6NHVF8,18
--DwgB78t-c,70C-OzosXQE,18
--DwgB78t-c,69ZmF5r5pIQ,18
--DwgB78t-c,U68t8XSoEI8,18
--DwgB78t-c,4Yhi2WUFly0,18
--DwgB78t-c,STDEDut5FTY,18
--DwgB78t-c,70IGZFPFj_g,18
--DwgB78t-c,70srdVrX5ag,18
--DwgB78t-c,70zYretgUVM,18
--DwgB78t-c,Vb-UKkQdnBU,18
--DwgB78t-c,70Yyn7DBzWY,18
--DwgB78t-c,71dD2Zjcxq4,18
--DwgB78t-c,3mFZji2ce0U,18
--DwgB78t-c,U68yOeiEwFA,18
--DwgB78t-c,R8TQJCkx8gM,18
--DwgB78t-c,SQdXLp1l27E,18
--DwgB78t-c,2BrhGNzFhkE,18
--DwgB78t-c,3UBncFg62F4,18
--DwgB78t-c,2BK3BVbo9R4,18
--DwgB78t-c,R8OSwI8uASA,18
--DwgB78t-c,R8vjpOMjKIE,18
--DwgB78t-c,3U57dSznZeM,18
--DwgB78t-c,W6yzshhsFR4,18
--DwgB78t-c,SQKmwTOf3hg,18
--DwgB78t-c,R8ERKLKyx9o,18
--DwgB78t-c,179gzPp7nwA,18
--DwgB78t-c,712sgDVS0wI,18
--DwgB78t-c,VcSpL4NfSKE,18
--DwgB78t-c,SQXFmWs54jo,18
--DwgB78t-c,685CnpU3V2I,18
--DwgB78t-c,R89iSESzfU4,18
--DwgB78t-c,R8LB0s9Y2aQ,18
--DwgB78t-c,3UMED23ZgpY,18
--DwgB78t-c,680erYScJW4,18
--DwgB78t-c,W6qhSBvMjNw,18
--DwgB78t-c,U6ig0q2guuQ,18
--DwgB78t-c,3W8hMgfDq7M,18
--DwgB78t-c,68jviKVuCF4,18
--DwgB78t-c,68SiteyZgEo,18
--DwgB78t-c,5F3ZUYg8oUg,18
--DwgB78t-c,4dXrGwG3AD8,18
--DwgB78t-c,17nlr2roMeU,18
--DwgB78t-c,17k--YZqZe0,18
--DwgB78t-c,17lbQ45uJJU,18
--DwgB78t-c,3WoTcez_h84,18
--DwgB78t-c,VcUq3eND1Lg,18
--DwgB78t-c,3myhDxotk6Y,18
--DwgB78t-c,68THog8NpT4,18
--DwgB78t-c,4dNp8PEpWXU,18
--DwgB78t-c,17xPjw5mX0w,18
--DwgB78t-c,SQvJvu4pmSY,18
--DwgB78t-c,17QYuPbgtoE,18
--DwgB78t-c,SQ02mi6cpnc,18
--DwgB78t-c,2B6YkUcEeGU,18
--DwgB78t-c,17DlzomFq9o,18
--DwgB78t-c,SQTyKr6VNoY,18
--DwgB78t-c,SQxKvigzkaQ,18
--DwgB78t-c,R8BWAkfLzJE,18
--DwgB78t-c,U6WsbmR4Dik,18
--DwgB78t-c,3U21nXTPGA4,18
--DwgB78t-c,17ihK-aY5Zw,18
--DwgB78t-c,Y9Qw0nF0ueo,18
--DwgB78t-c,4YEXyKtjghA,18
--DwgB78t-c,U6LHsT44xUk,18
--DwgB78t-c,Y5oCu56dg1s,18
--DwgB78t-c,W6eY7pdW6X8,18
--DwgB78t-c,177amQVhrMg,18
--DwgB78t-c,U6gbDd51C4Q,18
--DwgB78t-c,Y5bWeAj52bQ,18
--DwgB78t-c,17rFcMd8dIo,18
--DwgB78t-c,5FBaDwfw8kY,18
--DwgB78t-c,SQEhs8d08ZQ,18
--DwgB78t-c,688fZ6bZpq8,18
--DwgB78t-c,R8AA6rlogVo,18
--DwgB78t-c,U6f38ZHnOVA,18
--DwgB78t-c,4Y8dshXWno0,18
--DwgB78t-c,R8aMaff1VHo,18
--DwgB78t-c,5FXxDve6BC4,18
--DwgB78t-c,W6jmBhsBpF0,18
--DwgB78t-c,R8JcEe0PkLM,18
--DwgB78t-c,3UjZkJ9DOvo,18
--DwgB78t-c,71Dd7sulGjQ,18
--DwgB78t-c,R8G6q-iC6IU,18
--DwgB78t-c,68zlzrCl3Jk,18
--DwgB78t-c,2BSNZpG7VW4,18
--DwgB78t-c,SQ4qc7dErc4,18
--DwgB78t-c,U6XyoF2lu0s,18
--DwgB78t-c,17XcoyyfnBo,18
--DwgB78t-c,3UoEQb1wKiA,18
--DwgB78t-c,68LXqAwfEh0,18
--DwgB78t-c,3U1C2t2a9pc,18
--DwgB78t-c,175I9sQBqCE,18
--DwgB78t-c,R8MCVoyBN9E,18
--DwgB78t-c,71tKQrQsi20,18
--DwgB78t-c,Y95RlHBjmEw,18
--DwgB78t-c,U6maJLJSLxw,18
--DwgB78t-c,W6sNO8blmxE,18
--DwgB78t-c,17R-EOZQ9uc,18
--DwgB78t-c,5F0U4dYRwLk,18
--DwgB78t-c,4_-0t2Ilksg,18
--DwgB78t-c,R7oTkB652aQ,18
--DwgB78t-c,wea9iGf0VWM,18
--DwgB78t-c,VbD-gG_LucI,18
--DwgB78t-c,5-4jYpogeow,18
--DwgB78t-c,4d5GUASD0dI,18
--DwgB78t-c,SWr5tATIhGA,18
--DwgB78t-c,3nhMksHmeKY,18
--DwgB78t-c,7-UdUAwsU2Y,18
--DwgB78t-c,1dG9xr4TGGY,18
--DwgB78t-c,VbltEIYhoiE,18
--DwgB78t-c,5BeSOFwcePU,18
--DwgB78t-c,R4JXKjo3pqM,18
--DwgB78t-c,R49mT6e8ydA,18
--DwgB78t-c,4dE5SbGhP10,18
--DwgB78t-c,R4ujsso2BBw,18
--DwgB78t-c,5BxotRvTxBg,18
--DwgB78t-c,6bE3KkjrXCM,18
--DwgB78t-c,weyPpdtC_Ag,18
--DwgB78t-c,Y5gYpJBKe9U,18
--DwgB78t-c,3nK69GJJMTE,18
--DwgB78t-c,4zmNO2UPXKk,18
--DwgB78t-c,VbzglwBVHNg,18
--DwgB78t-c,3nS8-RiQ528,18
--DwgB78t-c,6bB2_-UwOOQ,18
--DwgB78t-c,4_EJpyzYR9g,18
--DwgB78t-c,3nsYdbOOj0k,18
--DwgB78t-c,VbKTKEppswo,18
--DwgB78t-c,19J2YVwBh2w,18
--DwgB78t-c,R5webqzDRdk,18
--DwgB78t-c,3nKFjyf26lI,18
--DwgB78t-c,we0x_aa6z3Q,18
--DwgB78t-c,VbFG3_abOms,18
--DwgB78t-c,R5JVjNRYzac,18
--DwgB78t-c,2sUGiWM_hp8,18
--DwgB78t-c,R531Xvvx8NY,18
--DwgB78t-c,5-fQMwhtcEg,18
--DwgB78t-c,2sivzVmKH6Q,18
--DwgB78t-c,70S-ckThAuk,18
--DwgB78t-c,70geJZgWBoE,18
--DwgB78t-c,3TJbUacOGhc,18
--DwgB78t-c,VbVDMaI9s0k,18
--DwgB78t-c,weBvf5FUtbk,18
--DwgB78t-c,70vKZx1qRhc,18
--DwgB78t-c,6bwhbm5yj00,18
--DwgB78t-c,4zZ1RqmDsLw,18
--DwgB78t-c,1dSN5IZFjko,18
--DwgB78t-c,1dVA9czumMc,18
--DwgB78t-c,5-kc9wT0LZI,18
--DwgB78t-c,5-cQm9Yt61o,18
--DwgB78t-c,weEAf7VSX3U,18
--DwgB78t-c,V9VfZ0eFC_M,18
--DwgB78t-c,1dowhVKeupc,18
--DwgB78t-c,V9o2iVqedt8,18
--DwgB78t-c,4eBFJ114TmQ,18
--DwgB78t-c,wezhXEeau8o,18
--DwgB78t-c,U7POX24k8-A,18
--DwgB78t-c,Y56zrWu0inU,18
--DwgB78t-c,SWPjeLp1qzA,18
--DwgB78t-c,wewnZumCDc0,18
--DwgB78t-c,weDFazk9W6g,18
--DwgB78t-c,2sWlIerzKH4,18
--DwgB78t-c,R4vweE6m2w8,18
--DwgB78t-c,4epW4pm2bm4,18
--DwgB78t-c,R4QwqvhDlMo,18
--DwgB78t-c,SW9XgxJeQbI,18
--DwgB78t-c,2snGzPsg7u0,18
--DwgB78t-c,4zvhHl9Fhnc,18
--DwgB78t-c,Y57tVzeB54s,18
--DwgB78t-c,U7QHhQPOUH4,18
--DwgB78t-c,6b5FYkKxNSc,18
--DwgB78t-c,6bvOnyvVfLY,18
--DwgB78t-c,5-7-kXRyCiE,18
--DwgB78t-c,6b4ixRMkENo,18
--DwgB78t-c,7-6hVvbt_L0,18
--DwgB78t-c,5BHy-d5i0nw,18
--DwgB78t-c,3T3NwmGvHDs,18
--DwgB78t-c,1dqnz5B1kIo,18
--DwgB78t-c,R4xO7F08seE,18
--DwgB78t-c,2sENd7ams_4,18
--DwgB78t-c,5BF7DQUVpdM,18
--DwgB78t-c,weJIBEQiN7M,18
--DwgB78t-c,3Txtq3nP0YU,18
--DwgB78t-c,5-liFtizOGE,18
--DwgB78t-c,SWFLYh6H-DE,18
--DwgB78t-c,weO2XfaJNaU,18
--DwgB78t-c,1dqJ3mACAMk,18
--DwgB78t-c,19yHYipzT6k,18
--DwgB78t-c,STVBPwixPaQ,18
--DwgB78t-c,ST0N5EpwRE4,18
--DwgB78t-c,WbMiWDMMLs8,18
--DwgB78t-c,69O3XVThcFw,18
--DwgB78t-c,3mZUVp5sZi0,18
--DwgB78t-c,Vb4zh1Y1iD4,18
--DwgB78t-c,3mp1Hjz-Q8Y,18
--DwgB78t-c,4YUBMN6doX4,18
--DwgB78t-c,70arZ9mfFqM,18
--DwgB78t-c,R5wiBuo-usA,18
--DwgB78t-c,4YkCh2NiwJM,18
--DwgB78t-c,3mIg-i78GT4,18
--DwgB78t-c,Y5udL6JIznU,18
--DwgB78t-c,Wb0-DMft1ZM,18
--DwgB78t-c,R5vqvw01oC0,18
--DwgB78t-c,WbBALdvWFYs,18
--DwgB78t-c,R56tWTqA1Ac,18
--DwgB78t-c,5B3FxeBoc9o,18
--DwgB78t-c,19eMyIzG9do,18
--DwgB78t-c,Y5bWeAj52bQ,18
--DwgB78t-c,70D0u1Hw9NE,18
--DwgB78t-c,R58PJjJxL-4,18
--DwgB78t-c,5BYX4KYrzS8,18
--DwgB78t-c,Y56zrWu0inU,18
--DwgB78t-c,4_a8x-roPtk,18
--DwgB78t-c,3UtAGuGFiLM,18
--DwgB78t-c,U6Wgx_7rrOo,18
--DwgB78t-c,3meAhv61r_4,18
--DwgB78t-c,R7z5AGLMJh0,18
--DwgB78t-c,69boDr1vtgg,18
--DwgB78t-c,5FGg_t6V96I,18
--DwgB78t-c,R72G5gLdd_E,18
--DwgB78t-c,U6QZaAX7YxE,18
--DwgB78t-c,U6ftUe0Ty7g,18
--DwgB78t-c,69XHTEjlWyo,18
--DwgB78t-c,STDSnkgTmaQ,18
--DwgB78t-c,70yjO-fyzwo,18
--DwgB78t-c,696UWyUJiSQ,18
--DwgB78t-c,4YkQyTPRJoI,18
--DwgB78t-c,4YCVY8XwdEo,18
--DwgB78t-c,19j9ncEahco,18
--DwgB78t-c,2_lNROAcCYk,18
--DwgB78t-c,70xH-6j2S0k,18
--DwgB78t-c,193lPaTlJIk,18
--DwgB78t-c,Vb5jJ_a_vKc,18
--DwgB78t-c,4YOT5NbAzFs,18
--DwgB78t-c,70Nu9QJ1goc,18
--DwgB78t-c,VbeswZX7Q6M,18
--DwgB78t-c,R5frLA5780s,18
--DwgB78t-c,5BDFLer-dqQ,18
--DwgB78t-c,3T2_x6sI4Ao,18
--DwgB78t-c,Y5rDGrPfky0,18
--DwgB78t-c,STPPfclSKd4,18
--DwgB78t-c,3TLBGVvdQwM,18
--DwgB78t-c,Y5G8t-Y3QIU,18
--DwgB78t-c,U7UFAgNzeq8,18
--DwgB78t-c,2_c5amdigXE,18
--DwgB78t-c,3TIU70SqHuU,18
--DwgB78t-c,70Nyi-QVtM4,18
--DwgB78t-c,R5-ADTbVhdc,18
--DwgB78t-c,5BrNoZ3kZeI,18
--DwgB78t-c,wenc7xmVyqg,18
--DwgB78t-c,R51G4EnF08s,18
--DwgB78t-c,R5yfrSHVqZU,18
--DwgB78t-c,6b90Tzu59Qs,18
--DwgB78t-c,5Bomo-e5H54,18
--DwgB78t-c,6baYFG9uynQ,18
--DwgB78t-c,4Y2EHMc-KNA,18
--DwgB78t-c,STASLY_YEnk,18
--DwgB78t-c,4YpDMA8XNaE,18
--DwgB78t-c,3UOdKMV38Co,18
--DwgB78t-c,19-PWceHqAw,18
--DwgB78t-c,3UpPqfYrHDQ,18
--DwgB78t-c,19s7eFYYKLE,18
--DwgB78t-c,70HnjEqZAj8,18
--DwgB78t-c,19-kPk5SO3o,18
--DwgB78t-c,6bzm12ZExYA,18
--DwgB78t-c,U7QO2uI65P8,18
--DwgB78t-c,R5YCBqXQsqY,18
--DwgB78t-c,R5BZpc5y01w,18
--DwgB78t-c,6bj7a8B9Rec,18
--DwgB78t-c,5BvzeYMVsHY,18
--DwgB78t-c,weQ6eNl9mvw,18
--DwgB78t-c,Y551UF1Mwmo,18
--DwgB78t-c,2_w-QK095eM,18
--DwgB78t-c,R5Zu5oQDQnI,18
--DwgB78t-c,19l7wFeOrz0,18
--DwgB78t-c,T-wr79rZqQc,18
--DwgB78t-c,4zs8zj7-cnU,18
--DwgB78t-c,4zi0MlqTEHo,18
--DwgB78t-c,R-9apYzMZWA,18
--DwgB78t-c,6lZfVr2udLQ,18
--DwgB78t-c,T4720FxN3L4,18
--DwgB78t-c,3LNrlPBKNG4,18
--DwgB78t-c,T4AnNYw8yAU,18
--DwgB78t-c,1mbwKkECpHg,18
--DwgB78t-c,T4INytt1ie4,18
--DwgB78t-c,wypl68Yb7cw,18
--DwgB78t-c,6Vv9o-LeVY4,18
--DwgB78t-c,4hFSLHAxESA,18
--DwgB78t-c,4hu-CdgOkno,18
--DwgB78t-c,2hXREnAX398,18
--DwgB78t-c,wyeVb3sd0uo,18
--DwgB78t-c,wy4Tz1mYjRI,18
--DwgB78t-c,2htjGms30Vk,18
--DwgB78t-c,5sTAsj1OjBQ,18
--DwgB78t-c,wywZ-t7Dcmc,18
--DwgB78t-c,UmA0sx2QLSE,18
--DwgB78t-c,23blFkXj2M8,18
--DwgB78t-c,23LYjPgFbnE,18
--DwgB78t-c,6lPBiawPO1k,18
--DwgB78t-c,1mdKBACSdGU,18
--DwgB78t-c,52QDoHzASiQ,18
--DwgB78t-c,5swR02J85RA,18
--DwgB78t-c,Xa6gh6plQ-E,18
--DwgB78t-c,24hZhAwYZFk,18
--DwgB78t-c,wy-0FODvq6U,18
--DwgB78t-c,wyOCDv5TsIc,18
--DwgB78t-c,1mlQZOPSZaY,18
--DwgB78t-c,4xz7wqtiLzw,18
--DwgB78t-c,232drCBCqS0,18
--DwgB78t-c,3L7msCu0AJA,18
--DwgB78t-c,XaPipc8iCX8,18
--DwgB78t-c,T4r2GtfbILE,18
--DwgB78t-c,T45cUiayqEI,18
--DwgB78t-c,4xRykRdB4Fs,18
--DwgB78t-c,1mh2oMIl7Bg,18
--DwgB78t-c,6VSiSCGDWR4,18
--DwgB78t-c,6V8L3UlxS7c,18
--DwgB78t-c,6kDiayySFSA,18
--DwgB78t-c,2hzL7XKpbHk,18
--DwgB78t-c,1mdJ1jo-h8g,18
--DwgB78t-c,6kyvj3i8lco,18
--DwgB78t-c,3vdo3CDkyfE,18
--DwgB78t-c,wyB82Cx2y-U,18
--DwgB78t-c,5sNUDhwb39M,18
--DwgB78t-c,4wG1VpR02Fg,18
--DwgB78t-c,23_-U86sMo8,18
--DwgB78t-c,1mIkOawrmfA,18
--DwgB78t-c,23DyvVgcr_g,18
--DwgB78t-c,6lSv0lMc8tQ,18
--DwgB78t-c,wyiUWukMFDU,18
--DwgB78t-c,2gg2p5UudLI,18
--DwgB78t-c,T4gGYMB4jrg,18
--DwgB78t-c,Xa33JhfREE0,18
--DwgB78t-c,1mETHopTdrc,18
--DwgB78t-c,V4nXd-P6Rq0,18
--DwgB78t-c,23pkw1xp6bg,18
--DwgB78t-c,23FZVKo_LQA,18
--DwgB78t-c,23VtdZT7BFw,18
--DwgB78t-c,6lL2QbKGlRE,18
--DwgB78t-c,WzqnB4e6LNg,18
--DwgB78t-c,Wz6Ilct5yoI,18
--DwgB78t-c,wy-J4p5c5wA,18
--DwgB78t-c,UmYrZndxZAs,18
--DwgB78t-c,23Zbdr1gbus,18
--DwgB78t-c,52mM6bViCTE,18
--DwgB78t-c,Xa37IBiXfzI,18
--DwgB78t-c,23ET_Zo7Qmg,18
--DwgB78t-c,Um5iuggPwKg,18
--DwgB78t-c,4xyZ51_a620,18
--DwgB78t-c,1myJAQOtOjo,18
--DwgB78t-c,3LWwdDr5IjA,18
--DwgB78t-c,UmqkwmmoHQw,18
--DwgB78t-c,4heUck8ZngM,18
--DwgB78t-c,1mngKq47sXw,18
--DwgB78t-c,2h1cpJ-2Q6Q,18
--DwgB78t-c,2haF99S9hZI,18
--DwgB78t-c,52HjOxbBXG4,18
--DwgB78t-c,2gCi0GY9lFk,18
--DwgB78t-c,6VilirmJjTo,18
--DwgB78t-c,XauBMDbI-Ik,18
--DwgB78t-c,526QlwmnGRI,18
--DwgB78t-c,23DKftBW-Cc,18
--DwgB78t-c,2gE-q20kpw4,18
--DwgB78t-c,6lp7mda3x-A,18
--DwgB78t-c,23LIodfvrWA,18
--DwgB78t-c,24qb5oj1ppA,18
--DwgB78t-c,V4yTdw3s_x8,18
--DwgB78t-c,UKopZLM6TSQ,18
--DwgB78t-c,T1-JZ2f8Kq4,18
--DwgB78t-c,6kJnrJXLW6c,18
--DwgB78t-c,6XcNwZZWhhQ,18
--DwgB78t-c,3LJRcepRxMk,18
--DwgB78t-c,T1ofe-ivPUs,18
--DwgB78t-c,QceOxsVnY88,18
--DwgB78t-c,Qch98Q0r6kk,18
--DwgB78t-c,T1qLaeLcHl0,18
--DwgB78t-c,3LIE3Po7rco,18
--DwgB78t-c,T1JgByMgD9Q,18
--DwgB78t-c,QcwbzUO4wkM,18
--DwgB78t-c,3LYhAV-9zGE,18
--DwgB78t-c,1lGp_hJgc4g,18
--DwgB78t-c,Xee6c0drfTE,18
--DwgB78t-c,4fr2Emas_Bk,18
--DwgB78t-c,QcMiFYRYiJ4,18
--DwgB78t-c,6XQbdC07amE,18
--DwgB78t-c,V5pTAA7eOxs,18
--DwgB78t-c,516Mvr15Fjw,18
--DwgB78t-c,4fds5GO_S9w,18
--DwgB78t-c,2hWSatMR4Ks,18
--DwgB78t-c,XeejwfoOIOg,18
--DwgB78t-c,1lebK49URac,18
--DwgB78t-c,51GLGVBn9yw,18
--DwgB78t-c,QpbVkRQFiIc,18
--DwgB78t-c,3vu9pyhHxso,18
--DwgB78t-c,Qpwq8XsZ06A,18
--DwgB78t-c,3LfMxIc0CsA,18
--DwgB78t-c,2h2bqZfwcx0,18
--DwgB78t-c,wybPJ9G0HMs,18
--DwgB78t-c,Qp218HvB93Q,18
--DwgB78t-c,V5Y8vZDIf1Y,18
--DwgB78t-c,T1r9K4qMIIY,18
--DwgB78t-c,2hWuf1HMJBg,18
--DwgB78t-c,6kQOodoo3_I,18
--DwgB78t-c,T12LYsxBPGA,18
--DwgB78t-c,3vZZEqBGMm4,18
--DwgB78t-c,T1Gnw1SIQ0I,18
--DwgB78t-c,6XUj4KnGM1Q,18
--DwgB78t-c,6kA6OFnoxsY,18
--DwgB78t-c,244GStjeL8s,18
--DwgB78t-c,UKeFXx4bCXc,18
--DwgB78t-c,wyHDZzycpIA,18
--DwgB78t-c,wyDsFmBdzZI,18
--DwgB78t-c,3L0TlqlsGy8,18
--DwgB78t-c,3L8IAasuMwY,18
--DwgB78t-c,QcMTqXpg-tI,18
--DwgB78t-c,V4GSx9trrg0,18
--DwgB78t-c,1lWMM15bTSM,18
--DwgB78t-c,51GuHP7AqKM,18
--DwgB78t-c,XaIrK5uQeNk,18
--DwgB78t-c,V4QgotS6ZJQ,18
--DwgB78t-c,3LIWgyn6utI,18
--DwgB78t-c,UKxZfVd-76U,18
--DwgB78t-c,wyiVBwJqTEw,18
--DwgB78t-c,4hLEGYGloLU,18
--DwgB78t-c,T4mAJkPfFq4,18
--DwgB78t-c,6kE15Suq9Mw,18
--DwgB78t-c,5sEZebYlOlo,18
--DwgB78t-c,4xM-6f4GX_0,18
--DwgB78t-c,wyZfOfTzCeM,18
--DwgB78t-c,UKoAPLr91MM,18
--DwgB78t-c,5sE8pGfAAgk,18
--DwgB78t-c,6kYWY5dyuM0,18
--DwgB78t-c,6kHoRpXAysM,18
--DwgB78t-c,6X9YkvTVFW8,18
--DwgB78t-c,2hSrPmvoIK8,18
--DwgB78t-c,3L9idPiDH5w,18
--DwgB78t-c,T1uPr7l0g0E,18
--DwgB78t-c,6XGxfmTFlJo,18
--DwgB78t-c,T1vOS955J3E,18
--DwgB78t-c,5s3LzJ8loT4,18
--DwgB78t-c,5sxSD-juP7M,18
--DwgB78t-c,6Xx-sOcpaoo,18
--DwgB78t-c,QcUBWyPOHqI,18
--DwgB78t-c,QcvD0U-yBlM,18
--DwgB78t-c,2hOnsAG7ksk,18
--DwgB78t-c,T14k8HxBTkw,18
--DwgB78t-c,T1lQPdiknmE,18
--DwgB78t-c,V4_eElcCHqk,18
--DwgB78t-c,QcmYekmUYy8,18
--DwgB78t-c,51rPTK6GeF4,18
--DwgB78t-c,T1NGCSE-xgc,18
--DwgB78t-c,QcRwFIQTQ1g,18
--DwgB78t-c,6lJDcw9FLvA,18
--DwgB78t-c,236-R3WS3Vc,18
--DwgB78t-c,T4VMJqjNxSQ,18
--DwgB78t-c,Umgnt_h_HLw,18
--DwgB78t-c,22F3IXObWZA,18
--DwgB78t-c,3Kkx7A4-d0Q,18
--DwgB78t-c,6nyPPcY0AXg,18
--DwgB78t-c,5r9paYLbROw,18
--DwgB78t-c,Wz5ake13ITg,18
--DwgB78t-c,3xEL3nMvxyY,18
--DwgB78t-c,XzLmlEYNyCE,18
--DwgB78t-c,6Vn5ZeGf0gE,18
--DwgB78t-c,6negCu97PF8,18
--DwgB78t-c,5rHFWwyjLm4,18
--DwgB78t-c,WzsgldPh40A,18
--DwgB78t-c,3KkROjiVZzE,18
--DwgB78t-c,2g_7L2G-wvM,18
--DwgB78t-c,5rjR2bCLzLM,18
--DwgB78t-c,6nhTW7Lw9eo,18
--DwgB78t-c,3xLKaxosVaU,18
--DwgB78t-c,6VXm3TPDn9Y,18
--DwgB78t-c,22fS_GtAFj4,18
--DwgB78t-c,WzeIa7giFq0,18
--DwgB78t-c,22mO3aypQsk,18
--DwgB78t-c,225k9LvmOTw,18
--DwgB78t-c,1p_odM2-4Ns,18
--DwgB78t-c,22KGMJ1FjOQ,18
--DwgB78t-c,4hNgNAcHiRM,18
--DwgB78t-c,22sjp9JOjis,18
--DwgB78t-c,WzI582Lxx1k,18
--DwgB78t-c,T5bnGG_OxaU,18
--DwgB78t-c,4w75p_Q31hM,18
--DwgB78t-c,4w1C06WrEWo,18
--DwgB78t-c,3xc_M0tZhsY,18
--DwgB78t-c,UmgZ_x-MIkA,18
--DwgB78t-c,V4pb_uIB_aU,18
--DwgB78t-c,V4nlF92I6SM,18
--DwgB78t-c,V4z_5HOs8D0,18
--DwgB78t-c,T5oEvc9zhSo,18
--DwgB78t-c,XahrEH3t7lE,18
--DwgB78t-c,XavVJOPEBC8,18
--DwgB78t-c,T5DJ_PXCtbg,18
--DwgB78t-c,Xal09FLaTEg,18
--DwgB78t-c,WzyUl5KNpcE,18
--DwgB78t-c,6Vi-KpKjso0,18
--DwgB78t-c,1pVC1LTo10A,18
--DwgB78t-c,5r8di7bFFwk,18
--DwgB78t-c,3KZjKuyCdv8,18
--DwgB78t-c,52CVmfJ3Yew,18
--DwgB78t-c,UmYrUp_ZT4s,18
--DwgB78t-c,1pJYK3d7FXk,18
--DwgB78t-c,T5PeJLGPr7A,18
--DwgB78t-c,52WNtPtTKc8,18
--DwgB78t-c,V-OyWWHTBQw,18
--DwgB78t-c,1pUwy6bcgYw,18
--DwgB78t-c,XzOlUnwuR88,18
--DwgB78t-c,3xKxo2_uBeA,18
--DwgB78t-c,6UjT1qodvW8,18
--DwgB78t-c,2fC90V-fGFQ,18
--DwgB78t-c,6n6h-bdLL58,18
--DwgB78t-c,1pnu39NFbFY,18
--DwgB78t-c,6nhbKvvpMYI,18
--DwgB78t-c,XzGksYbJj1g,18
--DwgB78t-c,21oiswuhSys,18
--DwgB78t-c,1phKXIYr0X0,18
--DwgB78t-c,2f7SAAM3BKY,18
--DwgB78t-c,6ntj52ZWY9k,18
--DwgB78t-c,3xJAlX6dpew,18
--DwgB78t-c,21XyGUSbzb0,18
--DwgB78t-c,V-JMlp28IpY,18
--DwgB78t-c,Wz6RUsASCaA,18
--DwgB78t-c,Wz68SGzGn0I,18
--DwgB78t-c,6nl6c3IXp_A,18
--DwgB78t-c,21nvjdvQddU,18
--DwgB78t-c,1p5NLMB-sWM,18
--DwgB78t-c,2gKcbx-Da3U,18
--DwgB78t-c,XzKeUsrcC2I,18
--DwgB78t-c,2ga54crSSx0,18
--DwgB78t-c,XzOUXlX84w8,18
--DwgB78t-c,4hAygDuQ6BI,18
--DwgB78t-c,5282hSOh3Bs,18
--DwgB78t-c,4hKSCZpfcJI,18
--DwgB78t-c,6VSpgmLdshs,18
--DwgB78t-c,T54PjnhF350,18
--DwgB78t-c,6UHQgaQivBI,18
--DwgB78t-c,2gkiruXNpOA,18
--DwgB78t-c,3K5uMqlmb-g,18
--DwgB78t-c,4hmlrnSbKa0,18
--DwgB78t-c,UmeWAYAR__A,18
--DwgB78t-c,6V9EEEfieFU,18
--DwgB78t-c,V4x0plDphTo,18
--DwgB78t-c,6lo8LiKtotk,18
--DwgB78t-c,V4nU_nqz2os,18
--DwgB78t-c,6VKdxMHNIzI,18
--DwgB78t-c,2g8U914YJjo,18
--DwgB78t-c,22TR416KWiE,18
--DwgB78t-c,3xWRhVZ5j9A,18
--DwgB78t-c,T49Zs92TdNI,18
--DwgB78t-c,6lu7Yhd1iDY,18
--DwgB78t-c,V4GR-ur9d0Q,18
--DwgB78t-c,V4DPvSzEVUc,18
--DwgB78t-c,6V6ozAcX7wQ,18
--DwgB78t-c,6VB1_TalZEM,18
--DwgB78t-c,3KDhBSKwsg4,18
--DwgB78t-c,V4VOcA-4amw,18
--DwgB78t-c,5rdkEUJNu7w,18
--DwgB78t-c,4hPHUFt50uw,18
--DwgB78t-c,2g8xLHxOWD8,18
--DwgB78t-c,3KVzp0r4DyM,18
--DwgB78t-c,V4CdLFsJ8MM,18
--DwgB78t-c,T4WGcDM0eN8,18
--DwgB78t-c,23DfNVq6SUM,18
--DwgB78t-c,T4nxiwwZ9B0,18
--DwgB78t-c,V4yxDhXIrjw,18
--DwgB78t-c,23o5KLH-seE,18
--DwgB78t-c,3LYQGBi504Y,18
--DwgB78t-c,5reN_2Ny1H8,18
--DwgB78t-c,3Li7HZ_b6nA,18
--DwgB78t-c,23ANNz4AwFU,18
--DwgB78t-c,V4WDVa6a0p4,18
--DwgB78t-c,Um3gSrBCM6U,18
--DwgB78t-c,WzzxWaT3Kog,18
--DwgB78t-c,52rq1nHDKZA,18
--DwgB78t-c,4h2_9fnxeQg,18
--DwgB78t-c,3xnOp2WyOk0,18
--DwgB78t-c,6VMxw9g9X5Y,18
--DwgB78t-c,3xudA3yIFVI,18
--DwgB78t-c,1mBfpamXHpQ,18
--DwgB78t-c,2g_-PlAr4m8,18
--DwgB78t-c,1mzqoNvLBSM,18
--DwgB78t-c,3LJM-jE1ms4,18
--DwgB78t-c,Xagf3ILjoDk,18
--DwgB78t-c,5riZFkW3UVI,18
--DwgB78t-c,4wiUvFpiC5s,18
--DwgB78t-c,T42v6651UAc,18
--DwgB78t-c,22IbnhptPOs,18
--DwgB78t-c,2228HVxYmNo,18
--DwgB78t-c,3xz4tA5LGFM,18
--DwgB78t-c,V4MaCZLo_FQ,18
--DwgB78t-c,T4xdQBmDjTU,18
--DwgB78t-c,6lAay6_0_xI,18
--DwgB78t-c,1mV_1EUie7U,18
